pred	count
폐기되다	23
발송하다	23
오염되다	23
합산하다	23
뿌듯하다	23
상영하다	23
잘살다	23
포장하다	23
운항하다	23
건립되다	23
예민하다	23
성숙하다	23
달구다	23
갑작스럽다	23
약화시키다	23
고전하다	23
이어받다	23
해고되다	23
경신하다	23
다듬다	23
죄송하다	23
운운하다	23
짐작하다	23
늙다	23
풀이하다	23
베끼다	23
비유하다	23
급속하다	23
항소하다	23
고사하다	23
사소하다	23
조직하다	23
개설되다	23
쾌적하다	23
변화시키다	23
검증되다	23
문의하다	23
도주하다	23
부수다	23
마음먹다	23
체크하다	23
넘어지다	23
전수하다	23
파기하다	23
단단하다	23
강렬하다	23
세련되다	23
잊히다	23
난무하다	23
곤혹스럽다	22
선별하다	22
만회하다	22
달려오다	22
표류하다	22
공모하다	22
불붙다	22
가공하다	22
격렬하다	22
맞아떨어지다	22
직행하다	22
각광받다	22
흥분하다	22
뺏기다	22
상응하다	22
상반되다	22
침범하다	22
장담하다	22
불안정하다	22
한몫하다	22
지출하다	22
처지다	22
교체되다	22
거느리다	22
탑재되다	22
기뻐하다	22
예측되다	22
섬세하다	22
확산하다	22
외롭다	22
헌신하다	22
처방하다	22
우울하다	22
쳐다보다	22
손상되다	22
명령하다	22
참여시키다	22
임용되다	22
탈피하다	22
넉넉하다	22
시끄럽다	22
두텁다	22
서식하다	22
미미하다	22
덥다	22
추리다	22
포괄하다	22
외우다	22
검거하다	22
섞이다	22
굴복	22
개조하다	22
따오다	22
견지하다	21
트이다	21
풍성하다	21
가로지르다	21
부풀다	21
나르다	21
압수하다	21
축적하다	21
확보되다	21
포진하다	21
돌려보내다	21
통제되다	21
똑똑하다	21
힘겹다	21
입점하다	21
벗기다	21
절약하다	21
해임하다	21
상관없다	21
피다	21
다물다	21
한정하다	21
날다	21
요동치다	21
어떠하다	21
할애하다	21
만료되다	21
기재하다	21
쓸다	21
생각나다	21
좇다	21
대치하다	21
양산하다	21
납치되다	21
임대하다	21
인지하다	21
중단시키다	21
간직하다	21
끈끈하다	21
진하다	21
재발하다	21
삼키다	21
인사하다	21
난감하다	21
베풀다	21
주시하다	21
딱딱하다	21
결정짓다	21
가파르다	21
침입하다	21
정당화하다	21
잔인하다	21
격하다	21
범하다	21
감지하다	21
이용되다	21
저장되다	21
상의하다	21
책정되다	21
영원하다	21
신고	21
심의하다	21
격돌하다	21
전송하다	21
자리하다	21
망라하다	21
귀가하다	21
고려되다	21
유효하다	21
웬만하다	21
석권하다	21
망설이다	21
성실하다	21
불타다	21
의지하다	21
사임하다	21
몰아붙이다	21
번복하다	20
색다르다	20
안심하다	20
열광하다	20
추궁하다	20
뚫리다	20
소리치다	20
입히다	20
선점하다	20
면제하다	20
얽매이다	20
패배하다	20
결집하다	20
갈아입다	20
총출동하다	20
알선하다	20
덜하다	20
도출하다	20
뛰어다니다	20
해지하다	20
불태우다	20
완파하다	20
개장하다	20
흘러들다	20
대결하다	20
구조하다	20
잠재우다	20
호응하다	20
현실화하다	20
적용받다	20
상정되다	20
들어주다	20
헤매다	20
이관하다	20
환수하다	20
소장하다	20
부각하다	20
평등하다	20
가로채다	20
맹활약하다	20
이룩하다	20
말씀하다	20
발언하다	20
유쾌하다	20
제조하다	20
토하다	20
보좌하다	20
배정하다	20
불과해	20
끌어안다	20
놔두다	20
굵직하다	20
폭락하다	20
버금가다	20
기억되다	20
묻어나다	20
따라오다	20
빌다	20
실망하다	20
디자인하다	20
고통스럽다	20
질문하다	20
악화하다	20
양호하다	20
알아내다	20
입건되다	20
불합리하다	20
몰아가다	20
내려지다	20
배상하다	20
능가하다	20
귀엽다	20
철거되다	20
합병하다	20
단축되다	19
타개하다	19
낙마하다	19
이수하다	19
분담하다	19
조르다	19
찌다	19
유래하다	19
계시다	19
몰려오다	19
발족하다	19
재편되다	19
인식되다	19
풍기다	19
교차하다	19
고갈되다	19
보충하다	19
무모하다	19
실험하다	19
완주하다	19
달리하다	19
보전하다	19
짜이다	19
끼어들다	19
달콤하다	19
급부상하다	19
굽히다	19
상하다	19
엉뚱하다	19
전파되다	19
보여주다(보여드리다)	19
기탁하다	19
맴돌다	19
입당하다	19
후회하다	19
추모하다	19
격화되다	19
대기하다	19
따라다니다	19
사죄하다	19
봉사하다	19
귀중하다	19
종용하다	19
통합되다	19
별세하다	19
감독하다	19
발주하다	19
완전하다	19
채용되다	19
해산하다	19
입각하다	19
뒤섞이다	19
스치다	19
작업하다	19
초청되다	19
수입되다	19
축적되다	19
무능하다	19
무릅쓰다	19
허락하다	19
가동되다	19
조장하다	19
보상하다	19
잘리다	19
유통되다	19
넘보다	19
방어하다	19
배제되다	19
경영하다	19
그립다	19
지명되다	19
아니냐	19
여행하다	19
가혹하다	19
빨다	19
소비하다	19
매섭다	19
상장되다	19
빗발치다	19
되묻다	19
보급되다	18
매진되다	18
과다	18
솟다	18
침투하다	18
걸어가다	18
질타하다	18
아깝다	18
먹고살다	18
오픈하다	18
산정하다	18
공표하다	18
준공되다	18
출제하다	18
악용하다	18
분산되다	18
간섭하다	18
뒤바꾸다	18
기억나다	18
야기하다	18
구형하다	18
취직하다	18
주창하다	18
유보하다	18
발간되다	18
중지하다	18
연장되다	18
불사하다	18
해킹하다	18
들려오다	18
간절하다	18
소지하다	18
위배되다	18
내몰다	18
개혁하다	18
진전되다	18
늦춰지다	18
볶다	18
출장하다	18
게재되다	18
집필하다	18
거침없다	18
이러다	18
심화하다	18
되새기다	18
가입되다	18
대비되다	18
진압하다	18
박탈하다	18
준하다	18
치유하다	18
반등하다	18
집다	18
발하다	18
묵인하다	18
방영하다	18
기반하다	18
유의하다	18
위협받다	18
존경하다	18
창단하다	18
등재되다	18
역력하다	18
작성되다	18
요약하다	18
승승장구하다	18
도망가다	18
일조하다	18
도맡다	18
표현되다	18
향상시키다	18
압축하다	18
동떨어지다	18
단장하다	18
조처하다	18
들뜨다	18
수리하다	18
발굴되다	18
열악하다	17
재해석하다	17
만끽하다	17
부럽다	17
국한되다	17
가중시키다	17
진료하다	17
개원하다	17
사고팔다	17
발돋움하다	17
가려내다	17
예견되다	17
정지되다	17
파손되다	17
둘러싸이다	17
송금하다	17
환하다	17
교류하다	17
내디디다	17
정밀하다	17
구축되다	17
입금하다	17
충족시키다	17
부착하다	17
급성장하다	17
하얗다	17
저버리다	17
탈퇴하다	17
강조되다	17
탓하다	17
저해하다	17
상장하다	17
희생하다	17
착륙하다	17
재검토하다	17
믿기다	17
뿌리치다	17
험난하다	17
약화되다	17
먹히다	17
벌어지다	17
회부하다	17
구금되다	17
위장하다	17
알려주	17
출품하다	17
확장되다	17
손보다	17
널리다	17
독립하다	17
공고하다	17
미세하다	17
틀어막다	17
추출하다	17
확립하다	17
물들다	17
보존되다	17
창조하다	17
마비되다	17
논하다	17
발령하다	17
제소하다	17
두둔하다	17
여의하다	17
촉발하다	17
빗나가다	17
해제되다	17
물려주다	17
내려앉다	17
자초하다	17
복무하다	17
허덕이다	17
기술하다	17
가중되다	17
맞닿다	17
개시하다	17
초월하다	17
서비스하다	17
퇴원하다	17
의아하다	17
묘하다	17
부패하다	17
표출하다	17
소환되다	17
산책하다	17
발사되다	17
인양하다	17
지지부진하다	17
일깨우다	17
평화롭다	17
매진하다	17
늘어서다	17
뜯어내다	17
혹독하다	17
구조되다	17
관측되다	17
주입하다	17
이바지하다	17
이사하다	17
현명하다	17
탐지하다	17
불응하다	17
수거하다	17
비행하다	17
이적하다	17
내로라하다	17
추월하다	17
비례하다	17
상기시키다	17
증정하다	17
유출하다	17
유례없다	16
이름나다	16
스며들다	16
호전되다	16
발휘되다	16
점하다	16
건전하다	16
둥글다	16
도발하다	16
발행되다	16
보살피다	16
방북하다	16
뒷받침되다	16
우아하다	16
연재하다	16
붕괴되다	16
추스르다	16
반짝이다	16
겨누다	16
총동원하다	16
밉다	16
조치하다	16
무색하다	16
낭비하다	16
작곡하다	16
연동하다	16
석방하다	16
매수하다	16
재편하다	16
유인하다	16
감돌다	16
엿보이다	16
역행하다	16
위태롭다	16
가시화되다	16
자아내다	16
폐쇄되다	16
잠기다	16
주저하다	16
친숙하다	16
변질되다	16
곱씹다	16
조회하다	16
수술하다	16
짊어지다	16
쫓아오다	16
건너뛰다	16
평가	16
보이콧하다	16
애매하다	16
가결되다	16
춤추다	16
달라붙다	16
적정하다	16
결합되다	16
값비싸다	16
낙관하다	16
응용하다	16
들이대다	16
검거되다	16
승복하다	16
대표되다	16
지탱하다	16
좌절하다	16
헤치다	16
낭독하다	16
찬란하다	16
발의되다	16
발부하다	16
타고나다	16
낙찰되다	16
타결되다	16
착안하다	16
섭외하다	16
제어하다	16
비교되다	16
말씀드리다	16
탐구하다	16
대항하다	16
뺏다	16
공조하다	16
응모하다	16
자신하다	16
중계	16
밀려들다	16
철폐하다	16
흐리다	16
재연되다	16
흔들리다	16
복구하다	16
영업하다	15
불복하다	15
내뿜다	15
군림하다	15
건네받다	15
증폭되다	15
불러들이다	15
막막하다	15
급박하다	15
새우다	15
값지다	15
엄정하다	15
징계하다	15
적시하다	15
긴급하다	15
기초하다	15
수확하다	15
암시하다	15
각오하다	15
타진하다	15
피력하다	15
공식화하다	15
매립하다	15
지피다	15
누적되다	15
지칭하다	15
상환하다	15
리모델링하다	15
주차하다	15
유포하다	15
우대하다	15
들썩이다	15
구체화되다	15
재임하다	15
발령되다	15
원만하다	15
몰아내다	15
자부하다	15
뼈아프다	15
빼어나다	15
재배하다	15
연설하다	15
집중시키다	15
담담하다	15
자라나다	15
창당하다	15
거칠다	15
근절하다	15
씹다	15
차단되다	15
서슴다	15
친절하다	15
동등하다	15
허름하다	15
대출하다	15
왕성하다	15
매도하다	15
따라잡다	15
삭감되다	15
맞먹다	15
달려들다	15
상주하다	15
읊다	15
묵직하다	15
돋우다	15
막론하다	15
씁쓸하다	15
만연하다	15
대접하다	15
융합하다	15
설레다	15
장려하다	15
얻어맞다	15
당혹스럽다	15
웅장하다	15
신기하다	15
반환하다	15
견고하다	15
금하다	15
칠하다	15
부유하다	15
협업하다	15
껴안다	15
잠자다	15
시청하다	15
북적이다	15
깎이다	15
편입하다	15
되풀이되다	15
옅다	15
악수하다	15
잦아지다	15
기하다	15
현실화되다	15
대피하다	15
착잡하다	15
전전하다	15
수출되다	15
구별하다	15
산적하다	15
통폐합하다	15
유혹하다	14
다독이다	14
서술하다	14
못박	14
가다듬다	14
내던지다	14
준공하다	14
매몰되다	14
전제하다	14
이주하다	14
다잡다	14
특수하다	14
뒤엉키다	14
위법하다	14
강인하다	14
입성하다	14
제보하다	14
승부하다	14
성추행하다	14
고급스럽다	14
인쇄하다	14
편향되다	14
노련하다	14
분양되다	14
의논하다	14
인수되다	14
팽배하다	14
뜸하다	14
노출하다	14
자청하다	14
흥겹다	14
승소하다	14
짧아지다	14
고립되다	14
창설하다	14
검사하다	14
이송되다	14
장기화하다	14
불공정하다	14
운행되다	14
관계없다	14
오래다	14
환호하다	14
부양하다	14
등극하다	14
찾아다니다	14
급변하다	14
값싸다	14
심심하다	14
내쫓다	14
계승하다	14
걷히다	14
울부짖다	14
억누르다	14
둔화되다	14
생소하다	14
타당하다	14
편집하다	14
의도하다	14
치켜세우다	14
어수선하다	14
꿰차다	14
우려스럽다	14
인하하다	14
벼르다	14
형상화하다	14
자행하다	14
튀어나오다	14
헷갈리다	14
마감되다	14
과장되다	14
휘둘리다	14
수긍하다	14
상담하다	14
제대하다	14
힘없다	14
심상하다	14
덩달다	14
발동하다	14
결렬되다	14
첨예하다	14
인용되다	14
방류하다	14
석연하다	14
꽃피우다	14
취합하다	14
당면하다	14
모방하다	14
참패하다	14
초래되다	14
암울하다	14
자문하다	14
격상하다	14
비상하다	14
납치하다	14
벅차다	14
노려보다	14
열띠다	14
수록되다	14
도려내다	14
지루하다	14
기발하다	14
흡수되다	14
앞지르다	14
정박하다	14
사찰하다	14
처리다	14
평온하다	14
끊임없다	14
낙후되다	14
안주하다	14
오해하다	14
풍요롭다	14
올라타다	14
수용되다	14
체류하다	13
즐비하다	13
동반하다	13
비비다	13
배달하다	13
연달다	13
산출하다	13
붙들다	13
세세하다	13
과장하다	13
뜨거워지다	13
앞서가다	13
채다	13
만족시키다	13
개의하다	13
잘생기다	13
긁다	13
진전시키다	13
배석하다	13
가결하다	13
당당하다	13
젓다	13
멀쩡하다	13
몰려가다	13
귀결되다	13
퇴근하다	13
알아주다	13
항변하다	13
용서하다	13
조작되다	13
빚어내다	13
좌지우지하다	13
송치하다	13
치료받다	13
폭등하다	13
드리우다	13
악용되다	13
결성되다	13
고용되다	13
출산하다	13
타결하다	13
관철하다	13
승선하다	13
청산하다	13
정지하다	13
뛰쳐나오다	13
뒤덮다	13
방출되다	13
망명하다	13
경유하다	13
정상화하다	13
유포되다	13
통감하다	13
차별화하다	13
적시다	13
뿜다	13
굶주리다	13
맞바꾸다	13
생각되다	13
대조하다	13
몰입하다	13
연연하다	13
상고하다	13
소홀하다	13
수록하다	13
대파하다	13
무고하다	13
손질하다	13
득표하다	13
표출되다	13
붕괴하다	13
뛰어내리다	13
새겨지다	13
다스리다	13
열중하다	13
딸리다	13
실수하다	13
응징하다	13
동조하다	13
경청하다	13
사양하다	13
충원하다	13
통치하다	13
퇴출되다	13
초라하다	13
좌절되다	13
뒤덮이다	13
오래가다	13
도래하다	13
주둔하다	13
감탄하다	13
손대다	13
적법하다	13
흐트러지다	13
조종하다	13
저리다	13
막연하다	13
매료되다	13
거절당하다	13
정통하다	13
중계하다	13
얼다	13
기이하다	13
낙점하다	13
내쉬다	13
진솔하다	13
선행되다	13
연행하다	13
상경하다	13
휘어지다	13
힘들어지다	13
살해되다	13
되돌아보다	13
무덥다	13
더듬다	13
고정되다	13
사살하다	13
연행되다	13
선하다	13
남용하다	12
상륙하다	12
불쾌하다	12
다다르다	12
울먹이다	12
버겁다	12
휴대하다	12
배출되다	12
수립되다	12
죽이다	12
간편하다	12
주요하다	12
수월하다	12
선동하다	12
기재되다	12
누락되다	12
타협하다	12
유능하다	12
수두룩하다	12
단순화하다	12
줄짓다	12
훑다	12
백지화하다	12
자평하다	12
이송하다	12
안치되다	12
소소하다	12
삽입하다	12
환전하다	12
더럽다	12
긴박하다	12
선회하다	12
발병하다	12
흐지부지되다	12
느슨하다	12
발맞추다	12
거창하다	12
흘러내리다	12
석방되다	12
간주되다	12
알아채다	12
안착하다	12
낮추다	12
깎아내리다	12
받아치다	12
출루하다	12
위임하다	12
능하다	12
접목시키다	12
숙이다	12
통틀다	12
뒤집어쓰다	12
흡사하다	12
민망하다	12
복구되다	12
폭증하다	12
완만하다	12
정립하다	12
역전패하다	12
무의미하다	12
냉정하다	12
재가동하다	12
계산되다	12
폭주하다	12
사직하다	12
유예하다	12
현금화하다	12
무자비하다	12
받치다	12
늘어놓다	12
깨어나다	12
충고하다	12
작고하다	12
휘젓다	12
요란하다	12
억류되다	12
변화되다	12
굳어지다	12
정의하다	12
시연하다	12
구현되다	12
장기화되다	12
가장하다	12
노랗다	12
과중하다	12
발각되다	12
매각되다	12
주선하다	12
증여하다	12
파랗다	12
내버리다	12
내보이다	12
고정하다	12
우회하다	12
틀어지다	12
눈감다	12
조급하다	12
전무하다	12
촉발되다	12
잠잠하다	12
가속화되다	12
패소하다	12
비웃다	12
집행되다	12
머금다	12
복제하다	12
디디다	12
유명무실하다	12
운용되다	12
이해되다	12
불러내다	12
현란하다	12
들끓다	12
공지하다	12
영입되다	12
참혹하다	12
퇴장하다	12
수임하다	12
청탁하다	12
대우하다	12
조사	12
구출하다	12
지연시키다	12
들이닥치다	12
의결되다	12
전파하다	12
더불다	12
내두르다	12
제휴하다	12
장만하다	12
휘다	12
규명되다	12
권장하다	12
연출되다	12
클릭하다	12
학습하다	12
화끈하다	12
만류하다	12
단언하다	12
분해하다	12
계획되다	12
거둬들이다	12
예정하다	12
용이하다	11
비치하다	11
접견하다	11
바닥나다	11
입상하다	11
편성되다	11
붉히다	11
꼬다	11
제청하다	11
설치다	11
실점	11
공평하다	11
녹아들다	11
기다	11
꾸짖다	11
맞받다	11
배당하다	11
불미스럽다	11
명명하다	11
밀려오다	11
예약하다	11
해묵다	11
가시화하다	11
낙선하다	11
엎드리다	11
독하다	11
고발되다	11
겹쳐지다	11
대두되다	11
물색하다	11
혁신하다	11
명문화하다	11
알아듣다	11
꼼꼼하다	11
섬뜩하다	11
확실시되다	11
경쾌하다	11
묘사되다	11
개교하다	11
단절되다	11
또렷하다	11
경직되다	11
무산시키다	11
주시	11
혐오하다	11
푸다	11
담보하다	11
시험하다	11
면제되다	11
회복시키다	11
고안하다	11
무난하다	11
비꼬다	11
어필하다	11
폭로되다	11
전사하다	11
내리치다	11
써내다	11
견인하다	11
기용되다	11
감면하다	11
친밀하다	11
감내하다	11
들이받다	11
증가시키다	11
담백하다	11
나아지다	11
공통되다	11
운동하다	11
납북되다	11
내뱉다	11
몰아세우다	11
함유하다	11
압축되다	11
의심스럽다	11
보듬다	11
유임되다	11
체결되다	11
낭송하다	11
배분하다	11
안정시키다	11
못나다	11
술렁이다	11
변형되다	11
짜릿하다	11
에워싸다	11
승격하다	11
발매되다	11
생략하다	11
돌변하다	11
베다	11
박탈당하다	11
긴장되다	11
희미하다	11
조화롭다	11
틈타다	11
차별하다	11
순진하다	11
비판받다	11
굴복하다	11
증명되다	11
회전하다	11
따갑다	11
조정	11
진두지휘하다	11
경악하다	11
갈망하다	11
섬기다	11
맹비난하다	11
퇴출하다	11
조그맣다	11
오인하다	11
수료하다	11
피곤하다	11
호흡하다	11
싸늘하다	11
선방하다	11
껄끄럽다	11
정착되다	11
끄덕이다	11
괴로워하다	11
무성하다	11
위조하다	11
내정하다	11
성립하다	11
녹록하다	11
험하다	11
고시하다	11
뱉다	11
한산하다	11
겸비하다	11
익다	11
촬영되다	11
충전하다	11
깃들다	11
문제되다	11
복역하다	11
이식하다	11
독차지하다	11
출소하다	10
소진되다	10
들어차다	10
공천하다	10
멎다	10
이관되다	10
끝내다	10
집약되다	10
공인하다	10
위축시키다	10
뜯어보다	10
질리다	10
건재하다	10
참담하다	10
등단하다	10
떠밀리다	10
관철되다	10
들이밀다	10
짜내다	10
화기애애하다	10
결론짓다	10
미끄러지다	10
뾰족하다	10
휘청거리다	10
할인되다	10
조업하다	10
전역하다	10
부채질하다	10
맞닥뜨리다	10
운영	10
불어오다	10
위탁하다	10
부여되다	10
저물다	10
키우다	10
절친하다	10
불충분하다	10
처벌받다	10
얼룩지다	10
도드라지다	10
난립하다	10
청구되다	10
전이되다	10
협연하다	10
쟁취하다	10
내려다보이다	10
날아들다	10
특화되다	10
요리하다	10
일단락되다	10
정직하다	10
은밀하다	10
쟁쟁하다	10
온화하다	10
끌어내리다	10
염려하다	10
합세하다	10
재밌다	10
시커멓다	10
뒤잇다	10
충족되다	10
뻗치다	10
방불하다	10
삼가다	10
명기하다	10
발발하다	10
잘나다	10
주효하다	10
정복하다	10
발전되다	10
떠나가다	10
공들이다	10
곤두박질치다	10
유학하다	10
되돌아가다	10
타오르다	10
독식하다	10
풍자하다	10
제지하다	10
재계약하다	10
불신하다	10
세심하다	10
회담하다	10
정체되다	10
진동하다	10
옥죄다	10
아찔하다	10
제패하다	10
치열하다.	10
빈번하다	10
가져다주다	10
창설되다	10
종료하다	10
좌우되다	10
버무리다	10
잔혹하다	10
여리다	10
가출하다	10
설정되다	10
대리하다	10
몰락하다	10
터득하다	10
접종하다	10
비준하다	10
수습되다	10
내장하다	10
어루만지다	10
피어오르다	10
탈환하다	10
대담하다	10
경질되다	10
졸이다	10
걱정스럽다	10
경기하다	10
돌이키다	10
재현되다	10
잠입하다	10
야하다	10
저울질하다	10
버림받다	10
병들다	10
눌리다	10
즐거워하다	10
우선하다	10
망가뜨리다	10
세밀하다	10
잡아당기다	10
염원하다	10
업그레이드하다	10
경색되다	10
번역되다	10
합당하다	10
기름지다	10
소멸하다	10
튕기다	10
위반되다	9
통일하다	9
정산하다	9
울창하다	9
귀화하다	9
조직되다	9
누설하다	9
성찰하다	9
출입하다	9
온전하다	9
진실하다	9
이롭다	9
판명되다	9
퇴진하다	9
화합하다	9
추천되다	9
유실되다	9
출력하다	9
분할하다	9
알려오	9
개편되다	9
체감하다	9
우기다	9
조롱하다	9
도피하다	9
비호하다	9
요절하다	9
붙이다	9
조립하다	9
확인시키다	9
수정되다	9
짤막하다	9
존속하다	9
그을리다	9
투신하다	9
불가하다	9
글썽이다	9
편승하다	9
푸짐하다	9
출항하다	9
본받다	9
터무니없다	9
성급하다	9
떠들썩하다	9
움켜쥐다	9
일그러지다	9
귀환하다	9
철없다	9
격리하다	9
까먹다	9
재구성하다	9
침공하다	9
방조하다	9
시정하다	9
의미심장하다	9
쥐어짜다	9
비축하다	9
갱신하다	9
꿰다	9
푸념하다	9
상큼하다	9
뿌리내리다	9
경시하다	9
전제되다	9
받들다	9
집대성하다	9
내한하다	9
꿰뚫다	9
관찰되다	9
에두르다	9
자욱하다	9
누그러뜨리다	9
해체되다	9
오락가락하다	9
뜯어고치다	9
자그마하다	9
이다	9
원망하다	9
상세하다	9
대입하다	9
구제하다	9
행하다	9
압승하다	9
사육하다	9
치부하다	9
공론화하다	9
미달하다	9
교묘하다	9
유념하다	9
그리워하다	9
반전하다	9
독립되다	9
공제하다	9
수수하다	9
한결같다	9
환원하다	9
취항하다	9
걷어차다	9
즉위하다	9
풀어놓다	9
동결되다	9
격분하다	9
한탄하다	9
가시다	9
역전되다	9
빼곡하다	9
투자되다	9
후하다	9
세분화하다	9
숨죽이다	9
궂다	9
충만하다	9
복직하다	9
입양하다	9
가로막히다	9
뒤엎다	9
신들리다	9
미숙하다	9
찔리다	9
틀림없다	9
속삭이다	9
쓰다듬다	9
입금되다	9
다급하다	9
생성되다	9
놀리다	9
이끌리다	9
임신하다	9
제도화하다	9
다그치다	9
완수하다	9
알맞다	9
뒤늦다	9
보조하다	9
방관하다	9
부러워하다	9
단행되다	9
시찰하다	9
헐다	9
뒤틀다	9
식사하다	9
고소되다	9
보장받다	9
재다	9
순회하다	9
온건하다	9
엇비슷하다	9
다양화하다	9
교육받다	9
인출하다	9
사살되다	9
차용하다	9
출격하다	9
관장하다	9
쇄도하다	9
그릇되다	9
동거하다	9
피신하다	9
증설하다	9
회부되다	9
애도하다	9
호도하다	9
맺히다	9
내장되다	9
두들기다	9
출전시키다	9
과격하다	9
기권하다	9
힘차다	9
기고하다	9
최적화되다	9
줄이다	9
파이다	9
본뜨다	9
잠적하다	9
주무르다	9
따스하다	9
허다하다	9
파산하다	9
기약하다	9
절제되다	9
괜하다	9
비방하다	9
어지럽다	9
참관하다	9
조문하다	9
공포하다	9
파면하다	9
뚱뚱하다	9
살포하다	9
제거되다	9
동석하다	9
예사롭다	9
캐묻다	9
당첨되다	9
초조하다	9
굳건하다	9
처참하다	9
출퇴근하다	9
아랑곳하다	9
수그러들다	9
허물어지다	9
구기다	9
어리석다	9
감동하다	9
업그레이드되다	8
응수하다	8
추대되다	8
소멸되다	8
정비되다	8
평탄하다	8
태우다	8
서툴다	8
고단하다	8
매끄럽다	8
우왕좌왕하다	8
못마땅하다	8
매듭짓다	8
판치다	8
부도나다	8
공시되다	8
패러디하다	8
몰아닥치다	8
출품되다	8
집결하다	8
자백하다	8
제명하다	8
척결하다	8
굴리다	8
정착시키다	8
번창하다	8
변모하다	8
폭발시키다	8
전가하다	8
작심하다	8
거명하다	8
결연하다	8
쪼개지다	8
오만하다	8
초빙하다	8
재단하다	8
제출받다	8
북상하다	8
턱걸이하다	8
메모하다	8
보류되다	8
정상화되다	8
쪼그라들다	8
배달되다	8
교정하다	8
분포하다	8
도둑맞다	8
모금하다	8
반출되다	8
캐스팅되다	8
엄벌하다	8
종결하다	8
인쇄되다	8
녹슬다	8
진정시키다	8
성나다	8
출토되다	8
겸직하다	8
상용화되다	8
확립되다	8
철수시키다	8
완패하다	8
포장되다	8
욕하다	8
빈발하다	8
성취하다	8
퇴색하다	8
더럽히다	8
조리하다	8
삶다	8
사냥하다	8
섣부르다	8
영세하다	8
감금하다	8
들키다	8
들먹이다	8
고이다	8
취급되다	8
유발되다	8
덧칠하다	8
밀치다	8
희석하다	8
공허하다	8
면밀하다	8
벗겨지다	8
유린하다	8
재고하다	8
유익하다	8
무르익다	8
참작하다	8
창립하다	8
관대하다	8
극찬하다	8
부정확하다	8
재생하다	8
천착하다	8
개막되다	8
누락하다	8
관철시키다	8
증액하다	8
열거하다	8
재미없다	8
고유하다	8
기인하다	8
비키다	8
험악하다	8
반사되다	8
덮이다	8
접대하다	8
환불하다	8
되짚다	8
신축하다	8
컴백하다	8
진정되다	8
적나라하다	8
미워하다	8
해임되다	8
미달되다	8
청약하다	8
보고받다	8
모니터링하다	8
통지하다	8
머지않다	8
작아지다	8
전가되다	8
노출시키다	8
박차다	8
몰수하다	8
걸쭉하다	8
투박하다	8
이동시키다	8
예매하다	8
수송하다	8
싹쓸이하다	8
낚다	8
출렁이다	8
완강하다	8
앗다	8
극명하다	8
정차하다	8
소문나다	8
지독하다	8
시상하다	8
입소하다	8
요원하다	8
봉착하다	8
호가하다	8
꿈틀대다	8
훑어보다	8
기획되다	8
분산하다	8
준용하다	8
상납하다	8
등교하다	8
송환하다	8
화나다	8
어마어마하다	8
심판하다	8
단결하다	8
사그라지다	8
미비하다	8
중재하다	8
계류되다	8
저촉되다	8
누그러지다	8
명심하다	8
아냐	8
수락하다	8
발랄하다	8
고조시키다	8
관리	8
썰다	8
뻐근하다	8
씨름하다	8
정정하다	8
투영하다	8
망각하다	8
흥행하다	8
납입하다	8
호쾌하다	8
잡아먹다	8
선포되다	8
사면하다	8
무궁무진하다	8
과열되다	8
복사하다	8
등지다	8
창피하다	8
임차하다	8
추진	8
스윙하다	8
순탄하다	8
전전긍긍하다	8
수놓다	8
의기투합하다	8
딱하다	8
개국하다	8
청취하다	8
밋밋하다	8
솔선수범하다	8
목마르다	8
회자되다	8
떠들다	8
별나다	8
물리다	8
건장하다	8
쫓아내다	8
통보받다	8
허탈하다	8
당황스럽다	8
순례하다	8
무력화하다	8
표절하다	8
실망스럽다	8
임관하다	8
짓밟다	8
간행되다	8
소집되다	8
잦아들다	8
절망하다	8
내포하다	8
비대하다	8
치밀다	8
포위하다	8
운송하다	8
훈련시키다	8
뒤떨어지다	8
편중되다	8
사그라들다	8
혼합하다	8
가미하다	8
탄생시키다	8
희한하다	8
강요되다	8
내치다	8
부착되다	7
고달프다	7
깊숙하다	7
취하하다	7
답사하다	7
결단하다	7
밀어주다	7
정의롭다	7
첨가하다	7
판매	7
만지작거리다	7
들어맞다	7
출원하다	7
무한하다	7
빡빡하다	7
어설프다	7
지양하다	7
내달리다	7
화장하다	7
연발하다	7
표준화되다	7
부역하다	7
왕복하다	7
팍팍하다	7
고되다	7
나무라다	7
통용되다	7
유감스럽다	7
백지화되다	7
청소하다	7
친근하다	7
변화무쌍하다	7
구가하다	7
재기하다	7
동나다	7
무기력하다	7
비겁하다	7
브리핑하다	7
자축하다	7
혼동하다	7
절하하다	7
국한하다	7
잔잔하다	7
인가하다	7
상쾌하다	7
복귀시키다	7
질의하다	7
떨구다	7
들여놓다	7
구성	7
타계하다	7
양산되다	7
산뜻하다	7
떠밀다	7
개입되다	7
손상시키다	7
공연되다	7
등장시키다	7
전송되다	7
역전승하다	7
비화되다	7
밀폐되다	7
엄선하다	7
추측하다	7
연상되다	7
투철하다	7
연결시키다	7
열렬하다	7
자퇴하다	7
탐색하다	7
영위하다	7
예보하다	7
틀어쥐다	7
허약하다	7
위촉되다	7
고립시키다	7
전향하다	7
서글프다	7
흐느끼다	7
끝없다	7
둔화하다	7
배척하다	7
희생시키다	7
속상하다	7
가피하다	7
돌진하다	7
설익다	7
저축하다	7
확연하다	7
투약하다	7
정돈되다	7
